model_name,mean_test_score,std_test_score,mean_fit_time,params,rank_test_score,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__class_weight,param_tfidf__min_df,param_tfidf__ngram_range,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
logistic_regression,0.8633262284553587,0.014837618634601524,1.1374863147735597,"{'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",7,0.1973579516039152,0.05248732566833496,0.011044729975856284,10.0,balanced,2.0,"(1, 1)",0.8815970495815711,0.8565519464446029,0.8744808932747411,0.8650408673841119,0.8389603855917657,0.9963749324990732,0.9967499554116126,0.9959910294067531,0.994743291951043,0.9969664155137519,0.9961651249564468,0.000784860596429356
logistic_regression,0.8702130424349626,0.01173101047992929,3.6602518558502197,"{'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",2,0.33878579822503735,0.11876187324523926,0.02998720514050059,10.0,balanced,2.0,"(1, 2)",0.8795483333318029,0.8729417198567977,0.8851803824093106,0.8552616623612547,0.8581331142156475,0.9997036054479411,1.0,0.9995776189644423,0.9995776189644423,0.9992762938288864,0.9996270274411424,0.00023361043756298686
logistic_regression,0.8410858692663205,0.009114702528988314,0.6564015865325927,"{'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1)}",21,0.16175777450401474,0.04674263000488281,0.005560344832858465,10.0,balanced,5.0,"(1, 1)",0.8427464963985093,0.8301398070181247,0.8570443055853244,0.8405670705183619,0.8349316668112817,0.9891728888838811,0.991552558618884,0.9900917761879053,0.9897120075814696,0.9911411269168403,0.9903340716377962,0.000886573731814185
logistic_regression,0.8490899803976129,0.008462049676870647,1.1050099849700927,"{'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2)}",17,0.08751838665601137,0.0697174072265625,0.0050556108505007535,10.0,balanced,5.0,"(1, 2)",0.8626159697772415,0.848857901206321,0.8528498888299976,0.8377817136824834,0.8433444284920207,0.9968049983269738,0.9979587366308347,0.9970298637011868,0.9964999618762642,0.9967226673807537,0.9970032455832026,0.0005069501471094449
linear_svc,0.8555866193633997,0.018931567130141783,0.13124165534973145,"{'classifier__C': 0.1, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",15,0.005681540698041378,0.029647684097290038,0.0008893072905351486,0.1,,1.0,"(1, 1)",0.8759643663965968,0.8435159468482367,0.8786228042121533,0.8501424452444474,0.8296875341155647,0.9440421188421129,0.9426470765422803,0.9434206553434565,0.9455911121363106,0.9457052904561876,0.9442812506640695,0.0012009962365016889
linear_svc,0.8305914682092898,0.021658502561977655,0.5339566707611084,"{'classifier__C': 0.1, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",34,0.0296658701787145,0.06730794906616211,0.006530811219662833,0.1,,1.0,"(1, 2)",0.8651951502357181,0.8205810099834895,0.8461254339388586,0.8113733973574242,0.809682349530958,0.9606608922622972,0.9617049658748646,0.9623526011414223,0.9633686432518259,0.963391294705984,0.9622956794472788,0.0010369509019287461
linear_svc,0.8558858180208816,0.01572813316469879,0.1322906494140625,"{'classifier__C': 0.1, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",14,0.010535108280875678,0.03283424377441406,0.0033484803535587465,0.1,,2.0,"(1, 1)",0.8711278068396142,0.843364616818024,0.8766603535905215,0.8525100059128415,0.8357663069434063,0.937471929443207,0.9378715420441435,0.9346634415744142,0.9379037855863827,0.9396927363208097,0.9375206869937914,0.0016219673709600296
linear_svc,0.8500332692656711,0.01720916362440734,0.351145076751709,"{'classifier__C': 0.1, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",21,0.037270808973446104,0.05500006675720215,0.007115455562175695,0.1,,2.0,"(1, 2)",0.8741235029034933,0.8433005868934783,0.8658411564528592,0.8387062965800375,0.828194803498487,0.947559252933991,0.9474218858154029,0.9463928214111879,0.9496860249696553,0.9504745244464227,0.948306901915332,0.001523581603264918
linear_svc,0.8417427146609331,0.01198409641023599,0.14254751205444335,"{'classifier__C': 0.1, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1)}",27,0.0100210569530347,0.029891824722290038,0.0011369671003216334,0.1,,5.0,"(1, 1)",0.8482052639044064,0.8355246629316051,0.8594863072669818,0.8417220567027255,0.8237752824989469,0.9173574462779804,0.9177391040273498,0.9206793516907609,0.9207802362701494,0.925373134009223,0.9203858544550927,0.0028737146312185022
linear_svc,0.8387116517848,0.013091053458350174,0.3170022010803223,"{'classifier__C': 0.1, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2)}",31,0.009003180588481128,0.04998064041137695,0.0008523403981136106,0.1,,5.0,"(1, 2)",0.8491842390392628,0.831531278002879,0.8560410027443978,0.8379589731280438,0.8188427660094167,0.9246751753040992,0.9277446819220938,0.922882052603443,0.9290680040974615,0.9345609388514348,0.9277861705557064,0.004031649001129151
